title,description,genres
Beau Geste,Three adopted English brothers join the French Foreign Legion in North Africa after one of them steals their adoptive family's famous heirloom sapphire.,"['Action', 'Adventure', 'Drama']"
Vikrant Rona,"Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.","['Action', 'Crime', 'Drama']"
"'Sheba, Baby'","A Chicago private detective returns back home to Louisville, Kentucky, to help her father fight mobsters.","['Action', 'Crime', 'Drama']"
Maanagaram,Four youngsters arrive in a big city and their lives become interlinked.,"['Action', 'Thriller']"
The Suspect,"Betrayed and on the run, a North Korean agent tries to uncover the volatile secrets hidden inside the eyeglasses of a dead man.","['Action', 'Thriller']"
Red Riding Hood,"Grandma is babysitting her two grandkids. The girl wants to go out, but grandma asks them to hear a story first. The kids accept if they can change aspects of the story such as replacing the wolf with a werewolf. Is there a catch?","['Action', 'Adventure', 'Family']"
The Hot Rock,Dortmunder and his pals plan to steal a huge diamond from a museum. But this turns out to be only the first time they have to steal it...,"['Action', 'Comedy', 'Crime']"
Mo' Money,A petty crook stalks a cute girl into an office building and is taken for a job applicant. Conning gets him the job. It's in the mail room of new credit cards. 2 superiors are worse crooks.,"['Action', 'Comedy', 'Crime']"
The Duelist,"In the times of Imperial Russia, a former military man of honor makes his own way in life participating in the deadly fights for other people as professional duelist.","['Action', 'Drama', 'Thriller']"
Avenging Angel,"Molly, former prostitute, has managed to leave her street life with help from Lt. Andrews. She studies law and leads a normal life. When Andrews is killed by a brutal gang, she returns to the streets as Angel to find his killers.","['Action', 'Crime', 'Thriller']"
Ashes of Time,A broken-hearted hit man moves to the desert where he finds skilled swordsmen to carry out his contract killings.,"['Action', 'Drama']"
Monsters: Dark Continent,Monsters' reign continues to spread throughout the Earth.,"['Action', 'Drama', 'Horror']"
The Assignment,"An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.","['Action', 'Crime', 'Thriller']"
Fast & Feel Love,"When a world champion of sport stacking is dumped by his long-time girlfriend, he has to learn basic adulting skills in order to live alone and take care of himself.","['Action', 'Comedy', 'Drama']"
Starbright,"A young orphan escapes the realities of her life by fantasizing about, and then entering, a fairy tale world.","['Action', 'Crime', 'Fantasy']"
Flodder,"A rather a-social family, gets a chance to live in an upper-class neighborhood. As they are not accepted by the snobs living there, they get in all sorts of trouble.","['Action', 'Comedy']"
The Hit,Features a bromance with a killer twist.,"['Action', 'Adventure', 'Comedy']"
Avarice,A gifted archer must rescue her husband and daughter after they are abducted during a vicious home invasion.,"['Action', 'Thriller']"
In China They Eat Dogs,"Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures.","['Action', 'Comedy', 'Crime']"
The Anderson Tapes,"After Duke Anderson is released from prison after ten years for taking the rap for a scion of a Mafia family, he cashes in a debt of honor with the mob to bankroll a caper.","['Action', 'Crime', 'Thriller']"
The Divine Fury,An MMA fighter helps an exorcist fight evil.,"['Action', 'Horror', 'Thriller']"
The Heroic Trio,"While one tough woman with an invisible robe has stolen 18 babies for her powerful master, two other tough women and the cops try to stop her.","['Action', 'Fantasy', 'Thriller']"
The Island,A journalist takes his son with him to investigate pirate activity off the coast of Florida. But he gets stranded on a mysterious island--where he might not be alone.,"['Action', 'Adventure', 'Drama']"
Prisoners of the Sun,"A multinational expedition discovers a lost city beneath a pyramid, where they must stop the reawakened gods of ancient Egypt from initiating the Apocalypse.","['Action', 'Adventure', 'Horror']"
The Plagues of Breslau,Every day at 6 pm a serial killer kills a different person. Police officer Helena Rus decides to find the killer by researching about 18th century history of the city.,"['Action', 'Crime', 'Mystery']"
Naked Vengeance,A beautiful woman seeks revenge for tragedy forced upon her family.,"['Action', 'Crime', 'Drama']"
Steel Dawn,"In a post-apocalyptic world, a warrior wandering through the desert comes upon a group of settlers who are being menaced by the leader of a murderous gang who's after the water they control.","['Action', 'Adventure', 'Sci-Fi']"
Days of Glory,"During WWII, four North African men enlist in the French army to liberate that country from German oppression, and to fight French discrimination.","['Action', 'Drama', 'War']"
The Young Lions,"The lives of three young men, a German and two Americans, during WWII.","['Action', 'Drama', 'War']"
Malone,An ex-C.I.A. hit man running from his past finds just how difficult it is to retire when he runs across a small town controlled by mercenaries and a family that's resisting their control.,"['Action', 'Drama', 'Thriller']"
Every Last One of Them,"A man looking for his missing daughter, but his search uncovers a larger conspiracy involving a Chinatown-derail big capitalism deal over water rights.","['Action', 'Thriller']"
Heat,"Las Vegas is the backdrop for all the torrid action of heat, as Burt Reynolds plays the soft-hearted bodyguard who's out to protect his friends.","['Action', 'Crime', 'Drama']"
Kill Zone,"A near retired inspector and his unit are willing to put down a crime boss at all costs while dealing with his replacement, who is getting in their way. Meanwhile, the crime boss sends his top henchmen to put an end to their dirty schemes.","['Action', 'Crime', 'Thriller']"
Telefon,A Russian officer is sent to the U.S. to try and stop sleeper agents who will mindlessly attack government entities when they hear certain coded words.,"['Action', 'Crime', 'Drama']"
Guns,"After a failed assassination attempt on her partner, DEA agent Donna Hamilton discovers that the crime lord responsible for her father's death is coming after her and her associates.",Action
Next Day Air,"Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes 10 people's lives forever.","['Action', 'Comedy', 'Crime']"
Appleseed,"In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?","['Animation', 'Action', 'Adventure']"
Mission Possible,"A trainee Chinese spy mistakes a buffoonish private detective for her contact. Together, they seek to uncover a South Korean gun-smuggling ring.","['Action', 'Comedy', 'Crime']"
Swashbuckler,A pirate and a hot-tempered noblewoman join forces to protect Jamaica from a tyrant.,"['Action', 'Adventure', 'Comedy']"
Once Upon a Time in Mumbaai,"As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.","['Action', 'Crime', 'Drama']"
Shark Side of the Moon,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.","['Action', 'Horror', 'Sci-Fi']"
NH 10,"On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.","['Action', 'Crime', 'Drama']"
Exit,"A rock climber tries to save the day when a mysterious white gas envelops an entire district in Seoul, South Korea.","['Action', 'Comedy']"
Eye of the Tiger,"Returning home from prison, a Vietnam War veteran sets out to clean up his hometown which has come under the control of a violent motorcycle gang.","['Action', 'Drama']"
Blasted,"When a former childhood friend crashes Sebastian's bachelor party and makes it all about himself, only an alien invasion can make them put aside their bad blood and reunite as the kick-ass laser-tag duo they once were.","['Action', 'Comedy', 'Sci-Fi']"
Avengers of Justice: Farce Wars,"While trying to remain a good husband and father, Superbat and the Avengers of Justice come out of retirement to stop Dark Jokester and Lisp Luthor from freezing the planet.","['Action', 'Comedy', 'Family']"
Sukiyaki Western Django,"A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path.","['Action', 'Western']"
Shadow Master,"After being slain by a group of criminals, a man is reborn with animal-like superpowers and makes it his mission to right the wrongs of his city.",Action
"War, Inc.","A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician.","['Action', 'Comedy', 'Thriller']"
Yor: The Hunter from the Future,A warrior seeks his true origins in a seemingly prehistoric wasteland.,"['Action', 'Adventure', 'Fantasy']"
Kickboxer 4: The Aggressor,David Sloan must travel to Mexico to save his wife from a savage drug lord who's also an old nemesis.,"['Action', 'Sport']"
The Laws of the Border,Introverted Gerona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,"['Action', 'Adventure', 'Crime']"
